name_p,username_p,created_at_t,year,text_t,lang_t,url_t,imagework,annotator
Burnaby RCMP,BurnabyRCMP,2018-06-05T18:08:38Z,2018,We're all set for the #Burnaby leg tomorrow! More info here: https://t.co/mxC83iUnR9 https://t.co/PuKk6hvQV0,en,https://twitter.com/BurnabyRCMP/status/1004062459727052800,1,DK
Burnaby RCMP,BurnabyRCMP,2020-11-13T20:43:47Z,2020,💙 https://t.co/1DWYPrusp8,und,https://twitter.com/BurnabyRCMP/status/1327351481914167297,0,DK
Calgary Police,CalgaryPolice,2010-12-11T21:00:10Z,2010,Holiday Tip69: Find out more about domestic violence http://ow.ly/3nbSQ #yyc #tips #safety,en,https://twitter.com/CalgaryPolice/status/13699589873860608,0,DK
Calgary Police,CalgaryPolice,2011-08-30T17:32:14Z,2011,Is everybody ready? #TellCPS #TellCPS,en,https://twitter.com/CalgaryPolice/status/108592880066633729,0,DK
Calgary Police,CalgaryPolice,2012-01-25T21:00:55Z,2012,Hello Third Tuesday-ers. We’re #hiring a Digital Content Specialist know anyone? http://t.co/eIYduBtJ #ttyyc #ttt #3tyvr,en,https://twitter.com/CalgaryPolice/status/162278802393808898,0,DK
Calgary Police,CalgaryPolice,2012-10-11T21:03:49Z,2012,This is the story of one #yyc child who overcame abuse. Watch the video here: http://t.co/4C53ATtb,en,https://twitter.com/CalgaryPolice/status/256500373190238209,1,DK
Calgary Police,CalgaryPolice,2012-11-23T20:01:51Z,2012,"In cooperation with partners, we’ve launched the Emergency Alert ID Card program for people with disabilities....",en,https://twitter.com/CalgaryPolice/status/272067459035574272,0,AL
Calgary Police,CalgaryPolice,2012-12-05T02:00:23Z,2012,This car is believed to have been involved in 2008 drive-by shooting. http://t.co/Pt9jQ3hP #yyc,en,https://twitter.com/CalgaryPolice/status/276143955337416705,0,DK
Calgary Police,CalgaryPolice,2013-06-22T19:15:14Z,2013,Extension of Downtown Evacuation Area info: http://t.co/WvaWMBsuRk,en,https://twitter.com/CalgaryPolice/status/348519569972932608,0,DK
Calgary Police,CalgaryPolice,2013-01-24T03:05:15Z,2013,18 drug-related charges laid after search warrant executed in Southeast #yyc http://t.co/TpZJhF3F,en,https://twitter.com/CalgaryPolice/status/294279673452576768,0,DK
Calgary Police,CalgaryPolice,2013-12-13T23:02:18Z,2013,"On the 2nd day of Xmas a thief stole from me, a box of Turtles &amp; Dove body wash meant for Steve #giftgrab http://t.co/OHtYzZ40mg",en,https://twitter.com/CalgaryPolice/status/411632204322988033,0,AL
Calgary Police,CalgaryPolice,2013-11-15T20:00:17Z,2013,Missing person Michael Gardner found deceased. Foul play ruled out. http://t.co/sTm9Y1DzKd Family notified. #yyc,en,https://twitter.com/CalgaryPolice/status/401439531217321985,0,AL
Calgary Police,CalgaryPolice,2013-05-11T18:03:17Z,2013,Accident scene on Sarcee Tr now cleared and all lanes open.,en,https://twitter.com/CalgaryPolice/status/333281170009767936,0,DK
Calgary Police,CalgaryPolice,2013-06-06T12:56:01Z,2013,"Some traffic congestion expected as 8,000 patrollers attend Heritage Park #yyc http://t.co/8UE5r4yFz2",en,https://twitter.com/CalgaryPolice/status/342625930113589249,0,AL
Calgary Police,CalgaryPolice,2013-08-13T23:35:27Z,2013,Manslaughter charge laid after woman dies in collision. http://t.co/TXjObf4NYi #yyc,en,https://twitter.com/CalgaryPolice/status/367429220936736769,0,AL
Calgary Police,CalgaryPolice,2013-05-16T00:10:27Z,2013,Find out more about yesterday’s shooting in N.W. #yyc http://t.co/Wf5gq6GFoI,en,https://twitter.com/CalgaryPolice/status/334823124635901952,0,DK
Calgary Police,CalgaryPolice,2013-06-21T03:15:12Z,2013,Check here to see what areas of Montgomery must be evacuated: http://t.co/0p1PSfn001 #yycflood,en,https://twitter.com/CalgaryPolice/status/347915582471012353,0,AL
Calgary Police,CalgaryPolice,2013-06-25T07:26:52Z,2013,.@Scarpaccio91 thank you for your support. It is very appreciated.,en,https://twitter.com/CalgaryPolice/status/349428469412798465,0,DK
Calgary Police,CalgaryPolice,2013-07-17T22:10:45Z,2013,Info wanted on black Toyota Tundra that fled the scene of shooting last night. http://t.co/4pYZ6dj80Q #yyc,en,https://twitter.com/CalgaryPolice/status/357623437428129794,0,DK
Calgary Police,CalgaryPolice,2013-05-11T02:01:47Z,2013,Save a life. Alberta pharmacies dispose of unused prescriptions year ‘ round. http://t.co/vX7z29vu2L,en,https://twitter.com/CalgaryPolice/status/333039202868527105,0,AL
Calgary Police,CalgaryPolice,2013-11-01T21:08:39Z,2013,Units on route to collision at S/B Deerfoot Trail and 32 Avenue N.E. #poltwt,en,https://twitter.com/CalgaryPolice/status/396383310349209601,0,AL
Calgary Police,CalgaryPolice,2013-11-01T14:28:54Z,2013,A quick glance of the unit summary city wide shows that the most popular call type right now is suspicious ALs #poltwt,en,https://twitter.com/CalgaryPolice/status/396282710282739712,0,AL
Calgary Police,CalgaryPolice,2013-06-05T15:15:23Z,2013,Come join us at several @TimHortons locations in #yyc as part of #CampDay http://t.co/A7jMME6cpC,en,https://twitter.com/CalgaryPolice/status/342298616628670464,1,DK
Calgary Police,CalgaryPolice,2013-02-06T03:30:29Z,2013,"Cell phones, GPS, reading, grooming, eating, and more could each cost you $172 if caught distracted driving. #drivesafe #yyc",en,https://twitter.com/CalgaryPolice/status/298997061678931970,0,AL
Calgary Police,CalgaryPolice,2013-06-21T21:50:02Z,2013,"We have currently lost Internet here, so we are down temporarily. Please stand by as we try to get back up and running ASAP.",en,https://twitter.com/CalgaryPolice/status/348196140912635904,0,DK
Calgary Police,CalgaryPolice,2014-06-27T19:32:06Z,2014,"District 5: Check on welfare, assist outside police agency, threats complaint, vehicle collision, and a few proactive patrols. #poltwt #yyc",en,https://twitter.com/CalgaryPolice/status/482607325350338560,0,AL
Calgary Police,CalgaryPolice,2014-07-12T01:01:06Z,2014,Want to know more about our gang strategy? http://t.co/1snUhQmoAz #yyc http://t.co/4u9jVpgmtM,en,https://twitter.com/CalgaryPolice/status/487763549998309376,0,AL
Calgary Police,CalgaryPolice,2014-12-19T21:10:19Z,2014,On the 7th day of Xmas the thief took from me spare change in the console with which I buy my daily coffee. #giftgrab http://t.co/0XILpxVLtY,en,https://twitter.com/CalgaryPolice/status/546049920772624384,0,AL
Calgary Police,CalgaryPolice,2014-11-01T20:44:42Z,2014,TRAFFIC: We are on-scene of a single vehicle collision on SB Stoney TR btwn Glenmore TR &amp; 114 AVE SE. Use caution in area. #yyctraffic,en,https://twitter.com/CalgaryPolice/status/528648849087152128,0,AL
Calgary Police,CalgaryPolice,2014-07-31T17:20:45Z,2014,"When passing emergency vehs, slow down to 60km/h and if safe to do so, pull over into the far lane #roomtowork http://t.co/rtMubcKRge",en,https://twitter.com/CalgaryPolice/status/494895453586984962,0,DK
Calgary Police,CalgaryPolice,2014-06-30T20:30:09Z,2014,Traffic Section sees speeds of over 125 km/h on Deerfoot. #yyc http://t.co/ggIMleMa2E,en,https://twitter.com/CalgaryPolice/status/483709099407069184,0,AL
Calgary Police,CalgaryPolice,2014-09-10T01:35:11Z,2014,"From Chief to Chief, the #ALSIceBucketChallenge gets passed along in #yyc. http://t.co/o04acI6urf @CGYFireFighters. #ALSAB",en,https://twitter.com/CalgaryPolice/status/509515401857077248,1,AL
Calgary Police,CalgaryPolice,2014-09-16T03:20:13Z,2014,Man charged in weekend homicide. #yyc http://t.co/3r81kSbhHy,en,https://twitter.com/CalgaryPolice/status/511716156525514752,0,DK
Calgary Police,CalgaryPolice,2014-09-02T17:01:59Z,2014,Don’t let your 2015 K-9 Unit Calendar escape! Grab yours starting tomorrow! #yyc http://t.co/DKrUbBtozG,en,https://twitter.com/CalgaryPolice/status/506849534342094848,0,AL
Calgary Police,CalgaryPolice,2014-04-30T02:35:13Z,2014,Our Hate Crimes Coordinator is involved in an investigation into several graffiti incidents in #yyc http://t.co/BahgruBrKX,en,https://twitter.com/CalgaryPolice/status/461332917609070592,0,AL
Calgary Police,CalgaryPolice,2014-12-23T17:15:35Z,2014,On the 11th day of Xmas the thief took from me a tablet that was loaded with a movie for everyone to see. #giftgrab http://t.co/3GnBDsILZQ,en,https://twitter.com/CalgaryPolice/status/547440392380379137,0,AL
Calgary Police,CalgaryPolice,2014-07-22T22:41:20Z,2014,Seeking public assistance in a downtown #yyc Sunday morning assault. http://t.co/tOx0RKWmQd,en,https://twitter.com/CalgaryPolice/status/491714643379765248,0,DK
Calgary Police,CalgaryPolice,2014-06-27T02:30:26Z,2014,Tips and info needed from #yyc following a double murder in #LakeBonavista in Feb https://t.co/btahyrfU4L http://t.co/GLvKanIo2o,en,https://twitter.com/CalgaryPolice/status/482350212271177729,0,AL
Calgary Police,CalgaryPolice,2014-04-11T20:49:25Z,2014,John Constantine Piche charged with numerous AL and license plate thefts: http://t.co/vDU07J3i5q #yyc,en,https://twitter.com/CalgaryPolice/status/454722917595484160,0,DK
Calgary Police,CalgaryPolice,2014-03-05T00:30:23Z,2014,Fraud experts onsite @MarketMallYYC all day – check it out! #ABfraud2014 #yyc,en,https://twitter.com/CalgaryPolice/status/441007788345790464,0,AL
Calgary Police,CalgaryPolice,2014-04-03T04:00:57Z,2014,Seeking public assistance in yesterday’s carjacking. #yyc http://t.co/B2RzzUndDm,en,https://twitter.com/CalgaryPolice/status/451570022771478528,0,AL
Calgary Police,CalgaryPolice,2015-10-22T15:59:13Z,2015,**Update** The intersection of 26 Ave / 36 Street NE is now open. #yyctraffic,en,https://twitter.com/CalgaryPolice/status/657224698825019392,0,AL
Calgary Police,CalgaryPolice,2015-06-04T17:24:36Z,2015,Officers read with #yyc elementary students in literacy program with @calgarylibrary and @ed_matters http://t.co/qa8XTjrOv3,en,https://twitter.com/CalgaryPolice/status/606511888244056064,1,DK
Calgary Police,CalgaryPolice,2015-12-24T19:31:53Z,2015,Investigators &amp; victim's family seek help from the public in solving Dec 8th hit &amp; run collision. #yyc https://t.co/grZJ7RpEWs,en,https://twitter.com/CalgaryPolice/status/680108654989807617,0,AL
Calgary Police,CalgaryPolice,2015-01-10T16:59:36Z,2015,Update - New Year's Day Shooting Incident. #yyc http://t.co/oqOHJ2NJY6,en,https://twitter.com/CalgaryPolice/status/553959355490787328,0,AL
Calgary Police,CalgaryPolice,2015-10-23T17:35:31Z,2015,"We are delighted to be participating in the #DEAM, Creative Collaboration today! #DEAMjob, #DEAMemployer at #yyc https://t.co/HYbOUCpjxP",en,https://twitter.com/CalgaryPolice/status/657611321672753152,1,AL
Calgary Police,CalgaryPolice,2015-01-20T16:20:04Z,2015,Update: Hwy 2 now closed in both directions around CrossIron Mills for approx. 1 hr for collision cleanup. #yyc #yyctraffic @511Alberta,en,https://twitter.com/CalgaryPolice/status/557573286553726976,0,AL
Calgary Police,CalgaryPolice,2015-10-09T22:00:18Z,2015,What’s the correct answer here? Remind your friends and family to #BuckleUp when you hit the road. #yycSafeRoads http://t.co/VLeoy5Rc08,en,https://twitter.com/CalgaryPolice/status/652604527493812225,0,DK
Calgary Police,CalgaryPolice,2015-07-22T00:02:27Z,2015,Safety Tip: Installing exterior motion lights can brighten dark areas and make them visible to neighbours. #yyc #HolidayHomework,en,https://twitter.com/CalgaryPolice/status/623644237289127936,0,AL
Calgary Police,CalgaryPolice,2015-12-15T21:05:22Z,2015,"1,000s of #fentanyl pills seized in 8 police raids in #Calgary. 11 offenders face charges. #yyc https://t.co/SrshzbVP6O",en,https://twitter.com/CalgaryPolice/status/676870692219015168,0,AL
Calgary Police,CalgaryPolice,2015-05-09T19:09:38Z,2015,Body found near Airdrie identified as Missing Woman: http://t.co/75mjkSvocG #yyc #Calgary,en,https://twitter.com/CalgaryPolice/status/597116232752439297,0,AL
Calgary Police,CalgaryPolice,2015-09-18T19:30:22Z,2015,Delays on E/B 17 Ave SW x Sirocco Drive as crews make emergency repairs to traffic lights. Police on scene directing #yyctraffic. #yyc,en,https://twitter.com/CalgaryPolice/status/644956654677700608,0,AL
Calgary Police,CalgaryPolice,2015-07-08T17:25:45Z,2015,The series that @SAITPolytechnic students produced on how to be a good witness continues this week on YouTube: https://t.co/kJIw1DkDSM #yyc,en,https://twitter.com/CalgaryPolice/status/618833361352704000,0,DK
Calgary Police,CalgaryPolice,2015-05-07T23:19:47Z,2015,We are seeking public assistance in a case of significant property damage that occurred to a Sage Hill home. #yyc http://t.co/KafsGjGyNk,en,https://twitter.com/CalgaryPolice/status/596454413218131968,0,AL
Calgary Police,CalgaryPolice,2015-06-08T23:55:04Z,2015,We are seeking your assistance after a Gas drive off resulting in hit-and-run. #yyc http://t.co/JrFaXiN3aj,en,https://twitter.com/CalgaryPolice/status/608059699322318848,0,AL
Calgary Police,CalgaryPolice,2016-08-31T18:45:12Z,2016,Man wanted on Canada-wide warrants located: https://t.co/mVTqAiuMUC Thank you #Calgary,en,https://twitter.com/CalgaryPolice/status/771056261773262848,0,DK
Calgary Police,CalgaryPolice,2016-03-28T03:34:13Z,2016,Glenmore Tr between Sarcee Tr and Crowchild Tr now re-opened. Thank you for your patience and coopeartion. #yyctraffic #yycroads,en,https://twitter.com/CalgaryPolice/status/714294500525355009,0,AL
Calgary Police,CalgaryPolice,2016-01-13T19:37:32Z,2016,(Traffic 12:37pm) Serious collision has Mcknight BV at 47 Street N.E currently closed to traffic. #yyc #Calgary,en,https://twitter.com/CalgaryPolice/status/687357833432571904,0,AL
Calgary Police,CalgaryPolice,2016-04-11T17:25:23Z,2016,Learn about Crime Prevention through Environmental Design at our Crime Prevention Workshop with @FedYYC https://t.co/30XJBOlZdR #yycplan,en,https://twitter.com/CalgaryPolice/status/719577094590763009,0,AL
Calgary Police,CalgaryPolice,2016-05-16T16:34:39Z,2016,It’s #NationalPoliceWeek. Read a message from Chief Constable Roger Chaffin here: https://t.co/lVKleEt0sf #Calgary https://t.co/AvoWv33vYP,en,https://twitter.com/CalgaryPolice/status/732247907487776768,0,DK
Calgary Police,CalgaryPolice,2016-09-30T17:47:36Z,2016,Traffic Unit seeking witnesses to early morning fatal collision on Deerfoot Trail x Seton Blvd S.E. #yyc #yyctraffic https://t.co/FlfVn3Q2Nu,en,https://twitter.com/CalgaryPolice/status/781913399907221504,0,DK
Calgary Police,CalgaryPolice,2017-01-07T02:15:59Z,2017,"Enjoy retirement, Moose! Thank you for your service to #yyc. 🐾🚔 https://t.co/23qgZ96Xo9",en,https://twitter.com/CalgaryPolice/status/817555352694599680,0,AL
Calgary Police,CalgaryPolice,2017-01-04T17:19:44Z,2017,"Please avoid the area of 4 st &amp; 13 Ave S.W., due to a structure fire. #yyc #Calgary https://t.co/1LBLGuoyDu",en,https://twitter.com/CalgaryPolice/status/816695627463524352,0,AL
Calgary Police,CalgaryPolice,2017-06-17T16:10:56Z,2017,Expect some delays on SB Stoney Trail from 114 Ave SE to city limits between 1030 &amp; 1100 due to the #yyc Telus #RideForDad motorcycle event. https://t.co/jy0FZcaNDM,en,https://twitter.com/CalgaryPolice/status/876109921145597952,0,DK
Calgary Police,CalgaryPolice,2018-09-26T03:00:13Z,2018,It’s time for the #9PMRoutine. Have you checked for suspicious activity around your house? Leave an outdoor light on so that thieves can’t hide in the bushes #yyc https://t.co/JbcMlJFzbG,en,https://twitter.com/CalgaryPolice/status/1044783675026677760,0,AL
Calgary Police,CalgaryPolice,2018-02-28T18:56:05Z,2018,We’re excited to be at @MountRoyal4u tomorrow morning to talk about cybersecurity and fraud prevention. Come join the discussion and learn how to protect yourself! #FPM2018 #FightFraud https://t.co/CXlInByE9l,en,https://twitter.com/CalgaryPolice/status/968922774877085696,0,AL
Calgary Police,CalgaryPolice,2018-07-03T03:00:13Z,2018,46% of break and enters in #Calgary happen between Monday and Wednesday. It’s time to complete your #9PMRoutine. #yyc https://t.co/Yt8CekT6oS,en,https://twitter.com/CalgaryPolice/status/1013980710229733376,0,AL
Calgary Police,CalgaryPolice,2018-04-18T19:12:06Z,2018,Charges have been laid in an arson investigation at the @UCalgary. #yyc https://t.co/qXOZozTxmm,en,https://twitter.com/CalgaryPolice/status/986683812171182081,0,AL
Calgary Police,CalgaryPolice,2019-03-26T23:25:14Z,2019,Our Traffic Section is investigating a fatal collision that occurred this morning at the intersection of 14 Street and Macewan Drive N.W. Speed and alcohol are believed to be contributing factors. #yyc #yyctraffic https://t.co/63symAjdeT,en,https://twitter.com/CalgaryPolice/status/1110684162908807168,0,AL
Calgary Police,CalgaryPolice,2019-04-01T08:21:59Z,2019,The investigation at the Symons Valley collision scene is now complete and the road is now open in both directions.,en,https://twitter.com/CalgaryPolice/status/1112631183681179648,0,AL
Calgary Police,CalgaryPolice,2019-08-30T16:43:15Z,2019,The #Calgary Police Service Homicide Unit has arrested a second man in connection with the homicide of Allan Richard Teather. More details will likely not be released until formal charges are laid. #yyc @VancouverPD https://t.co/jxwoFmHzfz,en,https://twitter.com/CalgaryPolice/status/1167477896195084288,0,AL
Calgary Police,CalgaryPolice,2020-05-13T19:27:40Z,2020,"The remains of Simpson Van Der Linden have been located. An ALpsy by the Office of the Chief Medical Examiner has deemed his death as non-suspicious. As this is not a criminal matter, no further details will be released. We would like to extend our sincere condolences. #yyc",en,https://twitter.com/CalgaryPolice/status/1260652955776151553,0,AL
Calgary Police,CalgaryPolice,2020-06-10T18:08:57Z,2020,"There are big issues in the world. We vow to continue this important work. We also vow to never forget the little things. Yesterday, officers crawled into a storm drain and carried two ducklings to safety. To some, it's just ducks. To us, it is our commitment to serve #yyc. https://t.co/uGi3BPO6FG",en,https://twitter.com/CalgaryPolice/status/1270780003014205444,1,DK
Calgary Police,CalgaryPolice,2020-06-09T18:59:40Z,2020,"We have recovered approximately $50,000 worth of stolen property as part of an investigation and are looking to find the rightful owners. If that’s you, please contact the non-emergency number at 403-266-1234 and provide case number CA20182888. #yyc https://t.co/uXAUCxMJV3",en,https://twitter.com/CalgaryPolice/status/1270430379640381440,0,DK
Calgary Police,CalgaryPolice,2020-06-03T22:11:57Z,2020,Please note that all directions of the intersection at 10 Street and Memorial Drive NW is now closed. #yyc #yyctraffic,en,https://twitter.com/CalgaryPolice/status/1268304441637126144,0,AL
Calgary Police,CalgaryPolice,2020-02-23T10:41:36Z,2020,Update: All roads in the area of Sarcee Trail North and Stoney Trail NW that were closed earlier are now open. Thank you for your patience.,en,https://twitter.com/CalgaryPolice/status/1231529534287175680,0,DK
Calgary Police,CalgaryPolice,2021-09-15T21:59:41Z,2021,"Today, we were proud to unveil the new Calgary Police Canine Park, which honours the devoted and loyal service of all Police Service Dogs (PSDs) that have protected Calgarians. This space is located just outside of @YouthLinkYYC https://t.co/NNu1xuXQkh",en,https://twitter.com/CalgaryPolice/status/1438261266833805314,0,AL
Calgary Police,CalgaryPolice,2021-01-04T20:37:04Z,2021,The following statement and photos are being released on behalf of the family of Sgt. Andrew Harnett. #yyc #WeWillRemember https://t.co/wtpBtzCxYL,en,https://twitter.com/CalgaryPolice/status/1346193956208480257,0,DK
Calgary Police,CalgaryPolice,2021-06-15T14:00:17Z,2021,"Today we honour Inspector Joe Carruthers, who died in the line of duty on June 13, 1933. He was killed while confronting a burglary suspect. The suspect opened fire and the killer was never found. The life of a police officer can end at a moment’s notice. #WeWillRemember #yyc https://t.co/CGuMSFhaXe",en,https://twitter.com/CalgaryPolice/status/1404800935457591305,0,AL
Calgary Police,CalgaryPolice,2021-11-19T16:00:35Z,2021,"Our Mounted Unit has taken an active role in patrolling #yyc streets recently, focusing on crime prevention and addressing known issues within the community. They are an extremely valuable resource as they are able to access many areas that may be difficult by vehicle or on foot. https://t.co/3e4dztcX1i",en,https://twitter.com/CalgaryPolice/status/1461726108068499463,0,DK
CB Regional Police,CBRegPolice,2014-05-17T11:10:38Z,2014,Help us run for Special Olympics; join us for 5K or cheer the athletes on Charlotte Street! Funds raised stay local. http://t.co/vNwK5q6Mkh,en,https://twitter.com/CBRegPolice/status/467623222712614912,1,DK
CB Regional Police,CBRegPolice,2015-12-30T14:53:55Z,2015,We are investigating a suspicious barn fire in Breigh Park in Dominion last night. Anyone with info please contact police at 902-563-5151.,en,https://twitter.com/CBRegPolice/status/682213027647746048,0,AL
CB Regional Police,CBRegPolice,2016-04-06T12:28:06Z,2016,Sydney Academy is on lock down and CBRP continue to investigate. 2/2,en,https://twitter.com/CBRegPolice/status/717690342951112704,0,DK
Charlottetown Police,ChtownPolice,2010-08-27T22:07:31Z,2010,"Report: Theft from Motor Vehicles: Police received reports of thefts from cars in the Alderwood Avenue, Parricus M... http://bit.ly/aYhLxE",en,https://twitter.com/ChtownPolice/status/22302216546,0,DK
Charlottetown Police,ChtownPolice,2010-05-28T22:48:48Z,2010,Report: Loose Horse: Police received a report Friday afternoon of a horse running loose on Riverside Drive. With t... http://bit.ly/a2ZCX9,en,https://twitter.com/ChtownPolice/status/14937042008,0,AL
Charlottetown Police,ChtownPolice,2010-09-18T23:38:47Z,2010,"Report: Theft and Damage to Vehicles: Overnight, numerous vehicles throughout the greater Charlottetown area had w... http://bit.ly/dziaEL",en,https://twitter.com/ChtownPolice/status/24888488693,0,AL
Charlottetown Police,ChtownPolice,2010-05-13T09:15:42Z,2010,Report: Possession of Stolen Property: Police charged a 32 year old male with Possession of property obtained by C... http://bit.ly/9A6UJx,en,https://twitter.com/ChtownPolice/status/13903960399,0,DK
Charlottetown Police,ChtownPolice,2010-12-02T19:24:06Z,2010,Report: Break and Enter - Fire: Charlottetown Police Services responded to a house fire on Palmers Lane yesterda... http://bit.ly/fpZKIE,en,https://twitter.com/ChtownPolice/status/10413918031716352,0,DK
Charlottetown Police,ChtownPolice,2011-03-15T17:37:40Z,2011,"Report: Hit and Run - Pedestrian Injured *UPDATE*: As a result of a hit and run collision, leaving a 19 year old... http://bit.ly/igIWkd",en,https://twitter.com/ChtownPolice/status/47713088182550528,0,AL
Charlottetown Police,ChtownPolice,2011-03-23T16:06:48Z,2011,Report: Stolen Bicycle: Charlottetown Police Service currently are investigating the theft of a Specialized Hard... http://bit.ly/gxNKth,en,https://twitter.com/ChtownPolice/status/50589320129683456,0,AL
Charlottetown Police,ChtownPolice,2011-03-24T16:38:37Z,2011,Report: Impaired Driver - Male Charged: Charlottetown Police Services have charged a 19 year old Skinners Pond r... http://bit.ly/dGTKkc,en,https://twitter.com/ChtownPolice/status/50959715584327680,0,AL
Charlottetown Police,ChtownPolice,2012-03-05T18:09:10Z,2012,Report: Theft Suspect - *Video*: Charlottetown Police Services are requesting the public's help in identifying t... http://t.co/Hkg6hyxB,en,https://twitter.com/ChtownPolice/status/176731096753512448,0,AL
Charlottetown Police,ChtownPolice,2012-01-03T20:28:57Z,2012,Report: Charlottetown Police Services - Busy Holiday Weekend: Charlottetown Police Services had a busy holiday w... http://t.co/AqNcIeWN,en,https://twitter.com/ChtownPolice/status/154298222188306432,0,DK
Charlottetown Police,ChtownPolice,2013-03-24T19:10:03Z,2013,Report: Theft of Motor Vehicle - UPEI: Charlottetown Police Services received a complaint Friday night at 9:34... http://t.co/FcaWH9GItc,en,https://twitter.com/ChtownPolice/status/315903358823198720,0,AL
Charlottetown Police,ChtownPolice,2013-04-04T20:46:04Z,2013,Report: Female Theft Suspect - *Video*: Charlottetown Police Services are requesting the public's help in iden... http://t.co/JbdIie4gId,en,https://twitter.com/ChtownPolice/status/319913782933585920,0,AL
Charlottetown Police,ChtownPolice,2013-05-01T13:43:38Z,2013,Report: Robbery Black @ White Convenience - *VIDEO*: Charlottetown Police Services are requesting the public's... http://t.co/kinKV6Yno2,en,https://twitter.com/ChtownPolice/status/329591948413390849,0,AL
Charlottetown Police,ChtownPolice,2013-11-22T20:17:05Z,2013,Report: Theft Suspect - *Video Provided*: Charlottetown Police Services are requesting the public's help in id... http://t.co/YpClHsRew3,en,https://twitter.com/ChtownPolice/status/403980474873171968,0,AL
Charlottetown Police,ChtownPolice,2014-03-19T14:20:33Z,2014,Report: Motor Vehicle Collision - Impaired By Drug Arrest: Charlottetown Police Services responded to a compla... http://t.co/30wGjnPtBV,en,https://twitter.com/ChtownPolice/status/446290136280473601,0,AL
Charlottetown Police,ChtownPolice,2014-02-12T19:12:45Z,2014,Public Announcement: Air Miles Scam: Charlottetown area residents have been receiving ALmated calls from aut... http://t.co/FyP4h7U3Yr,en,https://twitter.com/ChtownPolice/status/433680095773868032,0,AL
Charlottetown Police,ChtownPolice,2015-08-27T16:32:20Z,2015,Report: Male Arrested For Prohibited Driving: Charlottetown Police Services executed a traffic stop while on r... http://t.co/i7pepthtue,en,https://twitter.com/ChtownPolice/status/636939312559321088,0,AL
Charlottetown Police,ChtownPolice,2016-04-17T16:35:38Z,2016,Report: Theft Suspect - *Video*: Charlottetown Police Services are requesting the public's help in identifying... https://t.co/7YVM2SSiJD,en,https://twitter.com/ChtownPolice/status/721738908568977408,0,AL
Charlottetown Police,ChtownPolice,2016-07-08T14:04:44Z,2016,Report: Roadside Suspension Issued - Water Street: Charlottetown Police Services issued a roadside suspension... https://t.co/AHOjWtji5U,en,https://twitter.com/ChtownPolice/status/751416737959014400,0,DK
Charlottetown Police,ChtownPolice,2016-02-24T21:19:38Z,2016,Report: Theft Suspect - *Video*: Charlottetown Police Services are requesting the public's help in identifying... https://t.co/PBHGAovjv6,en,https://twitter.com/ChtownPolice/status/702603822821019648,0,AL
Charlottetown Police,ChtownPolice,2016-03-02T19:43:31Z,2016,Report: Vehicle Strikes Concrete Barrier - Impaired Driver Arrested: Charlottetown Police Services received a ... https://t.co/dWMzf5b6l6,en,https://twitter.com/ChtownPolice/status/705116343461236736,0,AL
Charlottetown Police,ChtownPolice,2021-08-13T13:43:59Z,2021,Two persons charged overnight following reports of graffiti : https://t.co/ZysBgWL0kv https://t.co/BtNfLmPJRy,en,https://twitter.com/ChtownPolice/status/1426177722041126918,0,DK
Fredericton Police,CityFredPolice,2015-02-25T13:10:10Z,2015,Several minor accidents being reported this morning. Please slow down as you travel around the city this today. #drivesafe,en,https://twitter.com/CityFredPolice/status/570571461456478208,0,DK
Fredericton Police,CityFredPolice,2016-08-23T17:57:36Z,2016,Beware! We have already taken a report of an iTunes card fraud in Fredericton! https://t.co/UcYLg4YRrb,en,https://twitter.com/CityFredPolice/status/768145182814502912,0,AL
Fredericton Police,CityFredPolice,2018-04-27T15:43:48Z,2018,Updated Road Closures: https://t.co/EvR4DjGj0o,en,https://twitter.com/CityFredPolice/status/989892883275833344,0,AL
Fredericton Police,CityFredPolice,2019-08-02T17:24:31Z,2019,"It is with deep sadness that we have learned ofthe passing today of Her Honour, the Honourable Jocelyne Roy Vienneau, ONB, Lieutenant-Governor of New Brunswick. The FrederictonPolice Force would like to express our deepest condolences. Our thoughts are with her family.",en,https://twitter.com/CityFredPolice/status/1157341420182749186,0,AL
Fredericton Police,CityFredPolice,2021-12-03T21:19:34Z,2021,Multiple charges laid in Main Street weapons complaint: https://t.co/cHiLdIEAty,en,https://twitter.com/CityFredPolice/status/1466879810609819656,0,AL
Chatham-Kent Police,CKPSMedia,2010-06-17T21:03:10Z,2010,Man who waves imitation gun and shoots at officer arrested without incident. http://bit.ly/9ItaIC,en,https://twitter.com/CKPSMedia/status/16417630755,0,DK
Chatham-Kent Police,CKPSMedia,2010-10-27T23:03:18Z,2010,Attending a Mother's Against Drunk Driving meeting. Always looking for volunteers for events. For more (cont) http://tl.gd/6mebea,en,https://twitter.com/CKPSMedia/status/28933318808,1,DK
Chatham-Kent Police,CKPSMedia,2010-12-13T22:53:34Z,2010,Young Entrepreneurs and Professionals of Chatham-Kent Christmas - Dec 16 at 6 pm. http://on.fb.me/hrPeSq,en,https://twitter.com/CKPSMedia/status/14452905058770944,99,DK
Chatham-Kent Police,CKPSMedia,2010-06-21T13:36:43Z,2010,CKPS Daily News Release http://bit.ly/bnkBl5,en,https://twitter.com/CKPSMedia/status/16694347020,0,DK
